latitude,longitude,name,region,unitaryAuthArea,nationalPark
55.9217,-4.3342,Bearsden,Strathclyde,East Dunbartonshire,
55.3495,-4.7906,Culzean Castle Garden,Strathclyde,South Ayrshire,
55.8494,-6.4141,Sanaigmore,Strathclyde,Argyll and Bute,
55.824,-4.2504,Hampden Park,Strathclyde,Glasgow,
55.499,-3.5101,Coomb Dod,Strathclyde,Scottish Borders,
55.8996,-4.3594,Knightswood,Strathclyde,Glasgow,
55.922,-4.4187,Duntocher,Strathclyde,West Dunbartonshire,
55.862,-3.875,Salsburgh,Strathclyde,North Lanarkshire,
55.7967,-4.3964,Barrhead,Strathclyde,East Renfrewshire,
55.601,-4.226,Saughall,Strathclyde,East Ayrshire,
55.8895,-4.3441,Anniesland,Strathclyde,Glasgow,
56.4978,-6.8738,Tiree Airport,Strathclyde,Argyll and Bute,
55.3972,-4.5892,Dalrymple,Strathclyde,East Ayrshire,
56.5496,-4.6897,Beinn Achaladair,Strathclyde,Perth and Kinross,
55.6499,-5.2282,Caisteal Abhail,Strathclyde,North Ayrshire,
55.5934,-5.1662,Brodick Castle Garden,Strathclyde,North Ayrshire,
55.515,-4.585,Prestwick Rnas,Strathclyde,South Ayrshire,
55.4911,-4.674,Ayr Bay,Strathclyde,South Ayrshire,
55.639,-5.2221,Cir Mhor,Strathclyde,North Ayrshire,
55.9131,-4.4229,Dalmuir,Strathclyde,West Dunbartonshire,
55.8182,-6.1598,Ballygrant,Strathclyde,Argyll and Bute,
55.8315,-4.155,Carmyle,Strathclyde,Glasgow,
55.8566,-4.5764,Bridge Of Weir,Strathclyde,Renfrewshire,
56.45,-5.433,Dunstaffnage,Strathclyde,Argyll and Bute,
56.0745,-6.2391,Colonsay: Homefield,Strathclyde,Argyll and Bute,
55.8436,-4.3625,Crookston,Strathclyde,Glasgow,
55.8892,-4.2142,Balornock,Strathclyde,Glasgow,
56.622,-6.0691,Tobermory,Strathclyde,Argyll and Bute,
56.519,-5.0127,Beinn Nan Aighenan,Strathclyde,Argyll and Bute,
56.6239,-6.527,Arinagour Isle Of Coll,Strathclyde,Argyll and Bute,
55.8127,-4.247,Croftfoot,Strathclyde,Glasgow,
55.1058,-5.0169,Ballantrae Bay,Strathclyde,South Ayrshire,
56.2497,-4.778,Ben Vane,Strathclyde,Argyll and Bute,Loch Lomond and the Trossachs National Park
55.7554,-4.6847,Kilbirnie,Strathclyde,North Ayrshire,
55.8064,-4.1984,Cathkin,Strathclyde,South Lanarkshire,
55.8062,-4.0714,Bothwell,Strathclyde,South Lanarkshire,
56.1279,-5.2429,Crarae Gardens,Strathclyde,Argyll and Bute,
55.8188,-3.7985,Shotts,Strathclyde,North Lanarkshire,
55.8428,-4.188,Braidfauld,Strathclyde,Glasgow,
50.4332,-3.6846,Totnes,South West,Devon,
50.9171,-3.5969,Templeton Bridge,South West,Devon,
50.7167,-1.7695,Bournemouth - Hengistbury West (Beach),South West,Bournemouth Christchurch and Poole,
51.6389,-2.1568,Tetbury,South West,Gloucestershire,
51.4576,-2.1147,Chippenham,South West,Wiltshire,
51.2047,-4.1256,Ilfracombe,South West,Devon,
50.4681,-4.714,Bodmin,South West,Cornwall,
50.2627,-5.05,Truro,South West,Cornwall,
51.5347,-2.3896,Chipping Sodbury,South West,South Gloucestershire,
51.5859,-2.1014,Malmesbury,South West,Wiltshire,
50.6519,-3.9569,Whitehorse Hill,South West,Devon,Dartmoor National Park
51.6079,-2.5238,Thornbury,South West,South Gloucestershire,
50.2727,-3.696,Chillington,South West,Devon,
50.317,-4.085,Wembury,South West,Devon,
50.5393,-4.2751,Luckett,South West,Cornwall,
51.1712,-4.6664,Lundy Island,South West,Devon,
51.7287,-2.5291,Lydney,South West,Gloucestershire,
50.502,-4.667,Cardinham,South West,Cornwall,
50.4296,-3.5089,Tor Bay,South West,Torbay,
50.5506,-4.1405,Tavistock,South West,Devon,
51.2064,-4.0383,Combe Martin,South West,Devon,Exmoor National Park
51.2397,-2.9926,Burnham-On-Sea,South West,Somerset,
50.7361,-1.7137,Christchurch - Highcliffe Castle (Beach),South West,Bournemouth Christchurch and Poole,
50.733,-1.7278,Christchurch - Friar's Cliff (Beach),South West,Bournemouth Christchurch and Poole,
50.7302,-1.7328,Christchurch - Avon Beach (Beach),South West,Bournemouth Christchurch and Poole,
50.6891,-2.1096,Wareham,South West,Dorset,
50.6578,-3.9568,Hangingstone Hill,South West,Devon,Dartmoor National Park
50.7188,-1.7906,Bournemouth - Southbourne (Beach),South West,Bournemouth Christchurch and Poole,
50.3813,-5.0358,Trerice,South West,Cornwall,
49.913,-6.301,Scilly St Marys,South West,Isles of Scilly,
51.8249,-2.4996,Cinderford,South West,Gloucestershire,
50.6139,-2.4563,Weymouth,South West,Dorset,
50.0788,-5.2655,The Flambards Experience,South West,Cornwall,
50.6064,-3.6,Chudleigh,South West,Devon,
50.3999,-3.5043,Shoalstone Beach (Beach),South West,Torbay,
50.271,-3.6509,Slapton Sands - Torcross (Beach),South West,Devon,
50.2299,-3.7664,Mill Bay (Beach),South West,Devon,
50.2254,-3.784,Salcombe - South Sands (Beach),South West,Devon,
51.0519,-4.2332,Westward Ho! (Beach),South West,Devon,
51.4196,-1.7256,Marlborough,South West,Wiltshire,
50.5899,-3.5952,Ugbrooke House,South West,Devon,
51.1304,-4.2404,Croyde Bay (Beach),South West,Devon,
49.2568,-2.2286,Port Soif Bay (Beach),South West,Jersey,
51.1485,-4.2205,Putsborough Sands (Beach),South West,Devon,
50.3713,-4.1348,Plymouth,South West,Plymouth,
50.5018,-4.3146,Callington,South West,Cornwall,
50.237,-3.7686,Salcombe,South West,Devon,
50.3557,-4.4541,Looe,South West,Cornwall,
51.55138,-2.55933,Almondsbury,South West,South Gloucestershire,
50.6115,-3.4064,Exmouth (Beach),South West,,
51.7256,-2.544,Lydney Park,South West,Gloucestershire,
50.4055,-4.6739,Lostwithiel,South West,Cornwall,
49.4847,-2.5872,Grandes Rocques (Beach),South West,Guernsey,
51.1644,-3.8127,Hoaroak Hill,South West,Somerset,Exmoor National Park
50.6931,-4.0094,Yes Tor,South West,Devon,Dartmoor National Park
50.7046,-1.9126,Poole - Sandbanks Peninsular (Beach),South West,Bournemouth Christchurch and Poole,
51.921,-2.0544,Cheltenham Racecourse,South West,Gloucestershire,
50.2113,-5.4813,St. Ives,South West,Cornwall,
51.795,-2.6118,Coleford,South West,Gloucestershire,
50.7207,-1.8189,Bournemouth - Fisherman's Walk (Beach),South West,Bournemouth Christchurch and Poole,
50.7353,-1.7772,Christchurch,South West,Bournemouth Christchurch and Poole,
50.6549,-3.9965,Great Kneeset,South West,Devon,Dartmoor National Park
50.7109,-2.766,West Bay - West (Beach),South West,Dorset,
51.3754,-2.3585,Bath,South West,Bath and North East Somerset,
50.7217,-2.8223,Seatown (Beach),South West,Dorset,
50.4576,-3.5235,Beacon Cove (Beach),South West,Torbay,
50.5445,-4.8266,Chapel Amble,South West,Cornwall,
50.38299,-4.88352,St Dennis,South West,Cornwall,
50.594,-2.464,Portland Harbour - Sandsfoot Castle (Beach),South West,Dorset,
50.7366,-3.40458,Exeter Airport,South West,Devon,
50.522,-2.454,Isle Of Portland,South West,Dorset,
50.6841,-3.4654,Topsham,South West,Devon,
50.1039,-5.1221,Trebah Garden,South West,Cornwall,
49.2364,-2.0455,Rozel (Beach),South West,Jersey,
50.6608,-3.8895,Kestor Rock,South West,Devon,Dartmoor National Park
50.7473,-1.9125,Wallisdown,South West,Bournemouth Christchurch and Poole,
51.223,-3.5914,Porlock Weir - Porlock Bay (Beach),South West,Somerset,
50.6958,-3.901,Shilstone Tor,South West,Devon,Dartmoor National Park
50.2138,-5.0326,Trelissick Garden,South West,Cornwall,
50.9779,-2.4981,Poyntington,South West,Dorset,
51.4466,-2.4774,Cadbury Heath,South West,South Gloucestershire,
51.0777,-4.0571,Barnstaple,South West,Devon,
49.9463,-6.3336,Tresco Abbey Gardens,South West,Isles of Scilly,
50.9756,-2.7068,Tintinhull House,South West,Somerset,
50.292,-4.9297,Trewithen,South West,Cornwall,
50.4957,-4.1231,The Garden House Buckland Monachorum,South West,Devon,
50.6387,-3.5542,Exeter Racecourse,South West,Devon,
51.0882,-2.5118,Castle Cary,South West,Somerset,
50.544,-3.9904,Princetown,South West,Devon,Dartmoor National Park
49.1802,-2.1689,Portelet (Beach),South West,Jersey,
50.9843,-3.0489,Thurlbear,South West,Somerset,
51.5412,-2.413,Yate,South West,South Gloucestershire,
50.767,-3.9,North Wyke,South West,Devon,
50.2852,-3.9003,Challaborough,South West,Devon,
50.66,-4.7632,Tintagel Youth Hostel,South West,Cornwall,
49.2079,-2.1955,Jersey,South West,Jersey,
51.4863,-2.5679,Lockleaze,South West,Bristol,
49.2472,-2.2016,Greve De Lecq (Beach),South West,Jersey,
51.485,-2.5113,Mangotsfield,South West,South Gloucestershire,
50.571,-2.4527,Weymouth And Portland,South West,Dorset,
51.86,-1.692,Little Rissington (Esaws),South West,Gloucestershire,
51.23,-3.83,Lynmouth,South West,Devon,Exmoor National Park
50.4403,-3.5534,Torbay,South West,Torbay,
51.3192,-2.2075,Trowbridge,South West,Wiltshire,
51.8972,-2.0742,Cheltenham,South West,Gloucestershire,
51.931,-1.725,Stow-On-The-Wold,South West,Gloucestershire,
49.1955,-2.0305,Archirondel (Beach),South West,Jersey,
49.1938,-2.1636,Le Haule (Beach),South West,Jersey,
51.9919,-2.1566,Tewkesbury,South West,Gloucestershire,
50.5771,-4.8351,Long Cross Victorian Gardens,South West,Cornwall,
50.1183,-5.5366,Penzance,South West,Cornwall,
50.635,-3.6825,Tottiford Reservoir,South West,Devon,Dartmoor National Park
50.6043,-1.9678,Swanage Youth Hostel,South West,Dorset,
51.1623,-3.811,The Chains,South West,Somerset,Exmoor National Park
51.116,-3.8112,Five Burrows Hill,South West,Devon,Exmoor National Park
51.46,-2.4915,Warmley Hill,South West,South Gloucestershire,
51.1866,-3.4066,Blue Anchor West (Beach),South West,Somerset,
49.5069,-2.5346,Pembroke Bay (Beach),South West,Guernsey,
51.1395,-3.7545,Simonsbath,South West,Somerset,Exmoor National Park
50.7502,-2.98964,River Cottage Hq,South West,Devon,
50.354,-4.121,Mount Batten,South West,Plymouth,
50.438,-4.999,Newquay Cornwall Airport,South West,Cornwall,
51.0401,-4.1677,Tapeley Park,South West,Devon,
51.3887,-1.7484,Clench Common,South West,Wiltshire,
50.1971,-5.4318,Hayle (Beach),South West,Cornwall,
50.1686,-5.106,Penryn,South West,Cornwall,
50.6078,-1.9594,Swanage,South West,Dorset,
50.9895,-3.9378,Warkleigh,South West,Devon,
52.054,-1.7769,Chipping Campden,South West,Gloucestershire,
50.7139,-1.9866,Poole,South West,Bournemouth Christchurch and Poole,
51.5556,-1.7784,Swindon,South West,Swindon,
50.867,-2.9611,Chard,South West,Somerset,
50.7024,-4.0396,Meldon Reservoir,South West,Devon,Dartmoor National Park
50.4614,-3.5241,Torquay,South West,Torbay,
50.9016,-3.49,Tiverton,South West,Devon,
50.7354,-3.4201,Exeter International Airport,South West,Devon,
51.5031,-1.9924,Lyneham,South West,Wiltshire,
51.1635,-3.2225,Quantock Hills Youth Hostel,South West,Somerset,
51.0885,-2.014,Teffont Magna,South West,Wiltshire,
50.2122,-5.2937,Camborne,South West,Cornwall,
50.6269,-3.9822,Cut Hill,South West,Devon,Dartmoor National Park
50.6417,-3.8875,Fernworthy Reservoir,South West,Devon,Dartmoor National Park
50.7065,-3.9318,Cosdon Hill,South West,Devon,Dartmoor National Park
51.0296,-2.5454,Little Weston,South West,Somerset,
50.7138,-2.4381,Dorchester,South West,Dorset,
51.2681,-2.5012,Chilcompton,South West,Somerset,
50.5054,-3.8902,Ryder's Hill,South West,Devon,Dartmoor National Park
50.1478,-5.0475,Pendennis Youth Hostel,South West,Cornwall,
51.0989,-4.2232,Saunton Sands (Beach),South West,Devon,
51.0969,-1.6583,Middle Winterslow,South West,Wiltshire,
50.1849,-5.4199,Hayle,South West,Cornwall,
50.2226,-3.7857,Sharpitor (Salcombe),South West,Devon,
50.7243,-1.7942,Southbourne,South West,Bournemouth Christchurch and Poole,
51.541,-1.9009,Royal Wootton Bassett,South West,Wiltshire,
51.0164,-3.8309,South Molton,South West,Devon,
50.4037,-4.1924,Barne Barton,South West,Plymouth,
50.4294,-3.8362,South Brent,South West,Devon,Dartmoor National Park
51.6349,-2.3531,Wotton-Under-Edge,South West,Gloucestershire,
50.7265,-1.9201,Branksome,South West,Bournemouth Christchurch and Poole,
50.7247,-2.9353,Lyme Regis,South West,Dorset,
51.2292,-3.8389,Lynton,South West,Devon,Exmoor National Park
50.726,-1.7845,Wick (Bournemouth),South West,Bournemouth Christchurch and Poole,
50.3338,-4.275,Whitsand Bay,South West,Cornwall,
50.7621,-2.0221,Hill View,South West,Dorset,
49.1843,-2.1025,St Helier,South West,Jersey,
50.2328,-4.8133,Boswinger Youth Hostel,South West,Cornwall,
50.8087,-4.3528,Holsworthy,South West,Devon,
50.7488,-2.1633,Bloxworth,South West,Dorset,
51.6254,-2.3662,Kingswood,South West,Gloucestershire,
50.857,-2.1684,Blandford Forum,South West,Dorset,
51.2283,-2.8098,Wedmore,South West,Somerset,
50.6098,-3.8331,Hameldown Tor,South West,Devon,Dartmoor National Park
51.347,-2.9759,Weston-Super-Mare,South West,North Somerset,
51.8184,-2.4081,Westbury Court Garden,South West,Gloucestershire,
51.9289,-2.4032,Newent,South West,Gloucestershire,
50.3193,-3.6099,Blackpool Sands,South West,Devon,
51.207,-4.1181,Ilfracombe Youth Hostel,South West,Devon,
51.1937,-2.3171,West Woodlands,South West,Somerset,
51.1904,-2.5465,Shepton Mallet,South West,Somerset,
50.3895,-4.1279,Compton,South West,Plymouth,
50.7876,-2.1347,Mapperton,South West,Dorset,
50.4942,-3.9377,Duck's Pool,South West,Devon,Dartmoor National Park
51.4594,-2.5361,St George,South West,Bristol,
50.7236,-1.9777,Longfleet,South West,Bournemouth Christchurch and Poole,
50.4402,-4.691,Lanhydrock,South West,Cornwall,
50.3797,-5.1265,Holywell Bay Fun Park,South West,Cornwall,
51.492,-2.6185,Westbury On Trym,South West,Bristol,
50.1134,-5.6913,Land's End Youth Hostel,South West,Cornwall,
51.2454,-2.4707,Holcombe,South West,Somerset,
51.6072,-2.2145,Westonbirt - The National Arboretum,South West,Gloucestershire,
51.6324,-1.709,Highworth,South West,Swindon,
51.2181,-2.9769,Highbridge,South West,Somerset,
50.344,-4.8574,High Street,South West,Cornwall,
50.1379,-5.246,Trenear,South West,Cornwall,
51.5058,-2.6277,Henbury,South West,Bristol,
49.44,-2.6,Guernsey,South West,Guernsey,
50.8388,-2.2616,Winterborne Houghton,South West,Dorset,
51.5239,-2.4997,Winterbourne (South Gloucestershire),South West,South Gloucestershire,
50.3367,-4.7869,St Austell,South West,Cornwall,
51.7598,-1.9838,Bagendon,South West,Gloucestershire,
51.9996,-1.7343,Batsford Arboretum,South West,Gloucestershire,
50.7678,-1.9292,Bearwood,South West,Bournemouth Christchurch and Poole,
50.69898,-3.294856,Newton Poppleford Primary School,South West,Devon,
51.4382,-2.6021,Bedminster,South West,Bristol,
50.8337,-3.2741,Broadhembury,South West,Devon,
51.4466,-2.5934,Bristol Youth Hostel,South West,Bristol,
51.3829,-2.714,Bristol International Airport,South West,North Somerset,
51.8363,-1.9458,Withington (Gloucestershire),South West,Gloucestershire,
50.7819,-4.2005,Winsford Walled Garden (Halwill Junction),South West,Devon,
51.9905,-1.9041,Stanway House And Fountain,South West,Gloucestershire,
50.7355,-1.9798,Stanley Green,South West,Bournemouth Christchurch and Poole,
51.0706,-1.7819,Laverstock,South West,Wiltshire,
50.791,-1.816,Snowtrax Alpine Activity Centre,South West,Bournemouth Christchurch and Poole,
50.3116,-5.2114,St Agnes Leisure Park,South West,Cornwall,
50.7394,-1.878,Winton,South West,Bournemouth Christchurch and Poole,
51.4889,-2.5837,Horfield,South West,Bristol,
50.6782,-3.2363,Sidmouth,South West,Devon,
51.0515,-3.8034,North Molton,South West,Devon,
51.4604,-2.9537,Mouth Of The Severn,South West,North Somerset,
51.1242,-2.7416,Street,South West,Somerset,
51.7453,-2.2164,Stroud,South West,Gloucestershire,
50.4164,-5.1002,Newquay - Fistral (Beach),South West,Cornwall,
50.3491,-5.1535,Perranporth - Village (Beach),South West,Cornwall,
50.2085,-5.4757,St Ives - Porthminster (Beach),South West,Cornwall,
50.0339,-5.2606,Poldhu Cove (Beach),South West,Cornwall,
50.5818,-3.4632,Dawlish,South West,Devon,
50.3584,-4.2922,Portwrinkle (Beach),South West,Cornwall,
50.9934,-4.5331,Hartland Quay (Beach),South West,Devon,
50.3356,-4.1204,Bovisand Bay (Beach),South West,Devon,
50.365,-4.5245,Pelynt,South West,Cornwall,
50.6964,-2.7228,"Hive Beach, Burton Bradstock (Beach)",South West,Dorset,
50.7063,-1.9087,Poole - Branksome Chine (Beach),South West,Bournemouth Christchurch and Poole,
51.0254,-2.2133,Motcombe,South West,Dorset,
51.5357,-2.5593,Patchway,South West,South Gloucestershire,
51.3639,-2.9065,Weston-Super-Mare No 2,South West,North Somerset,
50.1011,-5.2739,Helston,South West,Cornwall,
50.1293,-5.0681,Falmouth Bay,South West,Cornwall,
50.6136,-1.9588,Swanage,South West,Dorset,
50.158,-5.0135,St Mawes,South West,Cornwall,
50.7747,-3.2965,Escot,South West,Devon,
50.5975,-3.7164,Yarner Wood (Aurn),South West,Devon,Dartmoor National Park
50.968,-4.5229,Elmscott Youth Hostel,South West,Devon,
49.1846,-2.1951,St Brelade's Bay (Beach),South West,Jersey,
49.1794,-2.2078,Beauport (Beach),South West,Jersey,
49.2335,-2.2396,St. Ouens Bay - Watersplash (Beach),South West,Jersey,
50.5659,-3.77,Rippon Tor,South West,Devon,Dartmoor National Park
50.8316,-4.5546,Bude - Summerleaze (Beach),South West,Cornwall,
51.1468,-4.2227,Putsborough Sands (Beach),South West,Devon,
50.7125,-1.8906,Bournemouth - Alum Chine (Beach),South West,Bournemouth Christchurch and Poole,
50.7398,-1.8103,Iford,South West,Bournemouth Christchurch and Poole,
51.1788,-1.8388,Stonehenge,South West,Wiltshire,
51.4847,-2.7666,Portishead,South West,North Somerset,
51.0394,-4.212,Northam,South West,Devon,
51.431,-2.1883,Corsham,South West,Wiltshire,
50.5924,-4.0221,Cocks Hill,South West,Devon,Dartmoor National Park
50.0225,-5.1005,Coverack Youth Hostel,South West,Cornwall,
51.7352,-2.3846,Slimbridge Youth Hostel,South West,Gloucestershire,
51.4733,-2.6343,Sneyd Park,South West,Bristol,
51.7519,-2.1384,Bisley,South West,Gloucestershire,
49.208,-2.1928,Jersey Airport,South West,Jersey,
50.5819,-3.7394,Haytor Vale,South West,Devon,Dartmoor National Park
50.9818,-2.2203,Guy's Marsh,South West,Dorset,
50.2799,-3.8906,Bigbury-On-Sea,South West,Devon,
50.2651,-3.9244,Bigbury Bay,South West,Devon,
49.4349,-2.5936,Guernsey Airport,South West,Guernsey,
51.6935,-2.2149,Nailsworth,South West,Gloucestershire,
51.5165,-2.5422,Stoke Gifford,South West,South Gloucestershire,
50.6689,-3.3173,Bicton Park Gardens,South West,Devon,
51.9786,-1.7491,Sezincote House,South West,Gloucestershire,
50.7289,-3.99,Okehampton Youth Hostel,South West,Devon,
51.4692,-2.5269,Speedwell,South West,Bristol,
50.799,-3.1874,Honiton,South West,Devon,
50.9859,-3.3237,Appley,South West,Somerset,
51.5318,-2.5464,Bradley Stoke,South West,South Gloucestershire,
51.4842,-1.8442,Broad Hinton,South West,Wiltshire,
51.3626,-2.3416,Prior Park Bath,South West,Bath and North East Somerset,
49.7092,-2.2137,Alderney Airport,South West,Guernsey,
51.433,-2.5632,Knowle (Bristol),South West,Bristol,
50.4155,-4.5112,Herodsfoot,South West,Cornwall,
51.0377,-2.8274,Langport,South West,Somerset,
50.9497,-2.0747,Larmer Tree Gardens,South West,Dorset,
51.204,-2.7097,Yarley,South West,Somerset,
50.9476,-2.8092,South Petherton,South West,Somerset,
51.1158,-4.0827,Marwood Hill Gardens,South West,Devon,
51.1561,-2.5265,Royal Bath & West Showground,South West,Somerset,
50.7387,-1.9141,Rossmore,South West,Bournemouth Christchurch and Poole,
51.1846,-3.4443,Dunster,South West,Somerset,Exmoor National Park
51.0476,-3.4817,Haddon Hill,South West,Somerset,Exmoor National Park
51.0771,-3.6176,Tarr Steps,South West,Somerset,Exmoor National Park
50.5001,-4.0375,Burrator Reservoir,South West,Devon,Dartmoor National Park
51.0597,-4.0126,Landkey,South West,Devon,
50.7062,-1.9267,Compton Acres,South West,Bournemouth Christchurch and Poole,
50.5972,-3.7778,Hound Tor (Manaton),South West,Devon,Dartmoor National Park
50.7995,-1.9107,Knoll Gardens Ferndown,South West,Dorset,
50.5573,-4.0523,Merrivale,South West,Devon,Dartmoor National Park
51.0431,-3.3122,Wiveliscombe,South West,Somerset,
50.9293,-3.4808,Knightshayes Court,South West,Devon,
51.1676,-2.9329,Woolavington,South West,Somerset,
50.5803,-3.7551,Haytor,South West,Devon,Dartmoor National Park
50.9031,-2.5489,Knighton (Dorset),South West,Dorset,
50.6818,-3.697,Steps Bridge Youth Hostel,South West,Devon,Dartmoor National Park
50.7378,-4.0031,Okehampton,South West,Devon,
50.9709,-2.7641,Martock,South West,Somerset,
51.72,-2.47,Sharpness,South West,Gloucestershire,
50.4813,-3.7781,Buckfastleigh,South West,Devon,Dartmoor National Park
50.3594,-4.7454,Eden Project,South West,Cornwall,
50.6069,-4.0266,Lynch Tor,South West,Devon,Dartmoor National Park
51.488,-2.5419,Broomhill,South West,Bristol,
50.5418,-3.5927,Newton Abbot Racecourse,South West,Devon,
50.6847,-4.01,High Willhays,South West,Devon,Dartmoor National Park
51.9488,-1.9669,Sudeley Castle Gardens,South West,Gloucestershire,
50.9842,-3.0851,Taunton Racecourse,South West,Somerset,
50.6743,-4.0856,Southerly,South West,Devon,
50.7354,-1.9702,Oakdale,South West,Bournemouth Christchurch and Poole,
50.467,-5.032,Mawgan Porth,South West,Cornwall,
50.95049,-2.18403,Fontmell Magna,South West,Dorset,
50.7564,-1.9,East Howe,South West,Bournemouth Christchurch and Poole,
50.398,-4.111,Eggbuckland,South West,Plymouth,
51.2042,-2.1797,Warminster,South West,Wiltshire,
51.4131,-2.5386,Stockwood,South West,Bristol,
50.347,-4.6957,Par (Beach),South West,Cornwall,
50.1032,-5.3903,Praa Sands West (Beach),South West,Cornwall,
50.1281,-5.501,Mounts Bay - Little Hogus (Beach),South West,Cornwall,
50.3916,-5.1455,Holywell Bay (Beach),South West,Cornwall,
50.485,-4.9284,Crealy Adventure Park Cornwall,South West,Cornwall,
50.7046,-3.4179,Crealy Theme Park And Resort,South West,Devon,
50.7436,-2.0106,Creekmoor,South West,Bournemouth Christchurch and Poole,
51.6376,-1.8549,Cricklade,South West,Wiltshire,
50.5094,-5.0254,Porthcothan (Beach),South West,Cornwall,
51.0964,-3.2378,Crowcombe Heathfield,South West,Somerset,
50.5262,-5.024,Treyarnon Bay (Beach),South West,Cornwall,
51.161,-1.754,Boscombe Down,South West,Wiltshire,
51.201,-1.805,Larkhill,South West,Wiltshire,
51.087,-3.608,Liscombe,South West,Somerset,Exmoor National Park
51.4313,-2.755,Nailsea,South West,North Somerset,
50.779,-1.835,Bournemouth Airport,South West,Bournemouth Christchurch and Poole,
49.96,-5.202,Lizard Lighthouse,South West,Cornwall,
50.085,-5.257,Culdrose,South West,Cornwall,
50.5409,-4.9979,Harlyn Bay (Beach),South West,Cornwall,
50.5603,-4.9208,Daymer Bay (Beach),South West,Cornwall,
50.6447,-4.7614,Trebarwith Strand (Beach),South West,Cornwall,
51.2188,-2.6523,Milton Lodge,South West,Somerset,
51.3485,-1.9934,Devizes,South West,Wiltshire,
51.1076,-2.742,Street Youth Hostel,South West,Somerset,
50.4547,-3.6893,Dartington Hall Grounds,South West,Devon,
50.4474,-3.7139,Dartington Youth Hostel,South West,Devon,
51.9332,-1.7176,Stow-On-The-Wold Youth Hostel,South West,Gloucestershire,
51.4893,-2.4994,Downend,South West,South Gloucestershire,
50.78644,-3.74681,Colebrooke,South West,Devon,
50.4923,-4.5155,Draynes,South West,Cornwall,
50.86,-3.239,Dunkeswell Aerodrome,South West,Devon,
50.6023,-3.9678,Rough Tor,South West,Devon,Dartmoor National Park
50.8766,-4.4814,Kilkhampton,South West,Cornwall,
50.8095,-3.2261,Awliscombe,South West,Devon,
50.703,-1.916,Poole - Canford Cliffs (Beach),South West,Bournemouth Christchurch and Poole,
50.6311,-2.3554,Ringstead Bay (Beach),South West,Dorset,
50.5383,-2.428,Church Ope Cove (Beach),South West,Dorset,
50.9264,-2.9062,Ilminster,South West,Somerset,
50.6019,-3.435,Dawlish Warren (Beach),South West,Devon,
50.7073,-2.6367,Litton Cheney Youth Hostel,South West,Dorset,
50.5752,-3.4685,Dawlish - Coryton Cove (Beach),South West,Devon,
49.9142,-6.3102,Hugh Town,South West,Isles of Scilly,
50.2325,-5.2256,Redruth,South West,Cornwall,
50.5402,-3.5033,Shaldon (Beach),South West,Devon,
50.3847,-4.2288,Antony House,South West,Cornwall,
51.6784,-2.3491,Dursley,South West,Gloucestershire,
51.0392,-3.5484,Dulverton,South West,Somerset,Exmoor National Park
50.2438,-3.8595,Hope Cove (Beach),South West,Devon,
50.7157,-1.8755,Bournemouth - Pier (Beach),South West,Bournemouth Christchurch and Poole,
50.6871,-2.3394,Dorset Snowsport Centre,South West,Dorset,
50.8402,-2.9073,Forde Abbey,South West,Dorset,
50.7822,-2.9936,Axminster,South West,Devon,
51.2098,-4.1286,Ilfracombe - Tunnels Beach (Beach),South West,Devon,
51.0197,-2.8494,Drayton (Somerset),South West,Somerset,
50.3609,-4.348,Downderry (Beach),South West,Cornwall,
50.2884,-4.7821,Pentewan Sands (Beach),South West,Cornwall,
50.0051,-5.1614,Kennack Sands (Beach),South West,Cornwall,
51.4874,-2.2058,Castle Combe Motor Racing Circuit,South West,Wiltshire,
51.0763,-2.4823,Hadspen House,South West,Somerset,
50.1263,-5.5181,Mounts Bay - Penzance (Beach),South West,Cornwall,
50.2158,-5.4823,St Ives - Porthmeor (Beach),South West,Cornwall,
50.1984,-5.4624,Carbis Bay Beach (Station) (Beach),South West,Cornwall,
51.4772,-2.4793,Rodway Hill,South West,South Gloucestershire,
50.9247,-2.3033,Sturminster Newton,South West,Dorset,
50.5153,-3.7502,Ashburton,South West,Devon,Dartmoor National Park
51.326,-2.8093,Avon Ski Centre,South West,Somerset,
51.0543,-4.1715,Instow Youth Hostel,South West,Devon,
50.6592,-3.7667,Moretonhampstead,South West,Devon,Dartmoor National Park
51.4146,-2.5012,Keynsham,South West,Bath and North East Somerset,
50.4188,-4.1739,Ernesettle,South West,Plymouth,
50.6216,-4.6812,Camelford,South West,Cornwall,
51.6744,-2.0147,Kemble,South West,Gloucestershire,
49.4523,-2.6507,Leree (Beach),South West,Guernsey,
50.7521,-3.2791,Ottery St. Mary,South West,Devon,
50.4346,-3.563,Paignton,South West,Torbay,
50.7488,-1.9721,Canford Heath,South West,Bournemouth Christchurch and Poole,
50.5047,-4.7622,Pencarrow,South West,Cornwall,
50.7477,-1.8003,Jumpers Common,South West,Bournemouth Christchurch and Poole,
51.5074,-2.5751,Filton,South West,South Gloucestershire,
51.1076,-4.1598,Braunton,South West,Devon,
50.3345,-4.6354,Fowey,South West,Cornwall,
50.2475,-5.1806,Gwennap Mining District,South West,Cornwall,
51.9907,-1.7045,Moreton-In-Marsh,South West,Gloucestershire,
50.656,-3.5871,Haldon,South West,Devon,
51.37,-2.1362,Melksham,South West,Wiltshire,
50.3437,-5.1585,Perranporth Youth Hostel,South West,Cornwall,
51.3388,-1.7634,Pewsey,South West,Wiltshire,
