latitude,longitude,name,region,unitaryAuthArea,nationalPark
55.9078,-3.249,Colinton,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.8677,-3.6811,Whitburn,"Dumfries, Galloway, Lothian & Borders",West Lothian,
55.9639,-3.1657,Hibernian F.C.,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
54.7347,-4.4136,Whithorn,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.8989,-3.2016,Fairmilehead,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.0758,-3.0048,Evertown,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9574,-2.7884,St Mary's Pleasance Haddington,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.9475,-3.2174,Edinburgh Haymarket,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
56.001,-2.549,Belhaven Bay,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.9206,-3.2736,Longstone,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9365,-3.1995,Edinburgh Bruntsfield,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9533,-3.1868,Edinburgh,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9599,-3.2546,Blackhall,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9473,-3.0389,Musselburgh Racecourse,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.7287,-3.0424,Dewar,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.6007,-3.3198,Dawyck Botanic Garden,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.6142,-2.4296,Kelso Racecourse,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.8812,-3.2168,Midlothian Snowsports Centre,"Dumfries, Galloway, Lothian & Borders",Midlothian Council,
55.5986,-2.7204,Melrose,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.1183,-4.3235,Meikle Millyea,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.5671,-3.3486,Drumelzier Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.5175,-3.2309,Deer Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.3806,-3.3102,Bodesbeck Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.5483,-3.2331,Blackhouse Heights,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.4204,-2.6411,Hallrule,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.3895,-3.3889,Swatte Fell,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9536,-3.2753,Corstorphine Hill,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.5996,-2.7057,Melrose Youth Hostel,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.0702,-3.6246,Queen Of The South F.C.,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.7229,-2.7551,Lauder,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
54.9144,-4.6067,Kirkcowan,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.8372,-4.0514,Broughton House (Kirkcudbright),"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.8924,-2.134,Coldingham Bay (Beach),"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9007,-3.5167,Livingston,"Dumfries, Galloway, Lothian & Borders",West Lothian,
55.0868,-3.4408,Rammerscales,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9331,-3.1589,Prestonfield,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9054,-3.285,Juniper Green,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.5508,-2.2722,Kirk Yetholm Youth Hostel,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9264,-3.3223,Suntrap,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.6066,-3.0541,Innerleithen (Mountain Bike Trail Centre),"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.624,-3.0635,Innerleithen,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.2692,-3.1773,Eskdalemuir,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.7186,-2.5913,Houndslow,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.0661,-3.7688,Shawhead,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.6344,-3.1538,Kailzie Gardens,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
54.924,-3.9424,Threave Gardens,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.9403,-3.9301,Castle Douglas,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9132,-3.1586,Liberton,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9341,-3.0437,Inveresk Lodge Garden,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.9216,-3.2344,Craiglockhart,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.974,-3.6014,Linlithgow,"Dumfries, Galloway, Lothian & Borders",West Lothian,
55.9218,-3.1599,Inch,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.8931,-3.0652,Dalkeith,"Dumfries, Galloway, Lothian & Borders",Midlothian Council,
55.1291,-3.4404,Lochmaben,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.5506,-2.8371,Selkirk,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.1954,-3.5944,Ae Mountain Bike Trail Centre,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.8309,-3.2231,Penicuik,"Dumfries, Galloway, Lothian & Borders",Midlothian Council,
55.9066,-3.1321,Gilmerton,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
54.907,-4.9477,Castle Kennedy Gardens,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9595,-2.983,Prestonpans,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.9616,-3.1527,Restalrig,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
54.9949,-3.0657,Gretna,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9587,-2.7734,Haddington,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.3961,-2.9515,Deanburnhaugh,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9445,-3.3721,Royal Highland Showground,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9277,-3.2087,Morningside,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
54.9647,-4.4696,Minnigaff Youth Hostel,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.9433,-4.8493,New Luce,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.368,-3.9255,Sanquhar,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.9228,-3.8155,Dalbeattie Mountain Bike Trail Centre,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.2459,-3.7678,Thornhill (Dumfries & Galloway),"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9315,-3.0587,Monktonhall,"Dumfries, Galloway, Lothian & Borders",East Lothian,
54.8671,-4.443,Wigtown,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9024,-3.6417,Bathgate,"Dumfries, Galloway, Lothian & Borders",West Lothian,
55.9752,-3.2982,Cramond,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.8657,-3.0647,Newtongrange,"Dumfries, Galloway, Lothian & Borders",Midlothian Council,
55.5792,-2.6073,Mertoun House,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.8749,-3.1049,Bonnyrigg,"Dumfries, Galloway, Lothian & Borders",Midlothian Council,
55.9217,-3.2854,Sighthill,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9715,-3.271,Silverknowes,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.1696,-4.1785,Kendoon Youth Hostel,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.9992,-3.3339,Kinmount Gardens,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.995,-3.4618,Hopetoun House,"Dumfries, Galloway, Lothian & Borders",West Lothian,
55.9646,-2.3993,Thorntonloch (Beach),"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.5871,-3.2212,Stob Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.6901,-3.0654,Whitehope Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.4981,-3.3513,Broad Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9408,-3.2253,Heart Of Midlothian F.C.,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.99,-3.3976,Queensferry (Edinburgh),"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.1222,-3.3476,Lockerbie,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.8978,-3.7008,Armadale,"Dumfries, Galloway, Lothian & Borders",West Lothian,
55.8764,-3.1479,Loanhead,"Dumfries, Galloway, Lothian & Borders",Midlothian Council,
54.8824,-4.1829,Gatehouse Of Fleet,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9661,-3.2116,Royal Botanic Garden Edinburgh,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.7778,-2.3419,Duns,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.448,-3.3417,Molls Cleuch Dod,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.0619,-4.4505,Lamachan Hill,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.5159,-3.4908,Gathersnow Hill,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9568,-3.2895,Clermiston,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.5462,-3.5013,Culter Fell,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.1551,-4.3579,Corserine,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.2972,-2.856,Cauldcleuch Head,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.0501,-4.3829,Millfore,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.9507,-4.4233,Kirroughtree Mountain Bike Trail Centre,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9455,-3.1346,Duddingston,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.954,-3.2426,Ravelston,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.8989,-3.3096,Currie,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9478,-3.2537,Murrayfield (Edinburgh),"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.962,-3.3186,Cramond Bridge,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9431,-3.29,Corstorphine,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
56.0396,-2.7789,Dirleton Castle Garden,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.8903,-2.1353,Coldingham Youth Hostel,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
54.9341,-3.8212,Dalbeattie,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9751,-3.1648,Leith,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
54.7791,-4.3668,Galloway House Gardens,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
56.0446,-2.8238,Muirfield (Hon Company Of Edinburgh Golfers),"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.3352,-3.4389,Moffat,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.7354,-4.9573,Kennel Wood,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.5375,-2.4642,Teviot Water Gardens,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9041,-3.1637,Gracemount,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.6237,-2.813,Galashiels,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.8997,-3.1622,Kaimes,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9105,-3.1272,Moredun,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9429,-3.2336,Murrayfield (Stadium),"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.5936,-2.715,Priorwood Garden,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9529,-3.1125,Portobello (Edinburgh),"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.7235,-3.0905,Blackhope Scar,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
54.9655,-5.1239,Ervie,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.295,-3.6176,Earncraig Hill,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9453,-3.1797,Edinburgh Pleasance Youth Hostel,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9649,-3.273,Davidson's Mains,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.4081,-3.4,Hart Fell,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.4454,-3.3168,Lochcraig Head,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.568,-3.3116,Pykestone Hill,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.2816,-3.5917,Queensberry,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.1776,-2.7825,Newcastleton (Mountain Bike Trail Centre),"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9506,-3.183,Edinburgh Central Youth Hostel,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.1793,-2.8119,Newcastleton,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9483,-3.3447,Edinburgh Airport,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.5636,-2.9144,Broadmeadows Youth Hostel,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9625,-3.2903,Barnton,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9342,-3.4663,Broxburn,"Dumfries, Galloway, Lothian & Borders",West Lothian,
55.0766,-4.5549,Glentrool Mountain Bike Centre,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.311,-3.206,Eskdalemuir,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.928,-3.343,Edinburgh/Gogarbank,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.6513,-2.2519,Coldstream,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.3543,-2.4776,Carter Bar,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,Northumberland National Park
55.5459,-3.3525,Taberon Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.3422,-3.2949,Wind Fell,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.4029,-3.2843,Bell Craig,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.6513,-3.1382,Glentress,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.2489,-4.1942,Black Shoulder,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.886,-3.5219,Livingston F.C.,"Dumfries, Galloway, Lothian & Borders",West Lothian,
55.3376,-3.3354,Croft Head,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.4226,-3.3222,White Coomb,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9445,-2.9531,Tranent,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.427,-2.7795,Hawick,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.4306,-2.2285,Windy Gyle,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.5373,-3.3025,Dollar Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.5719,-3.1846,Dun Rig,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.3562,-3.2621,Ettrick Pen,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
56.009,-2.6084,Tyninghame House,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.292,-3.6474,Gana Hill,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.803,-4.008,Dundrennan,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.153,-2.9975,Langholm,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.6,-2.4307,Kelso,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.8367,-3.0446,Gorebridge,"Dumfries, Galloway, Lothian & Borders",Midlothian Council,
55.9828,-3.232,Granton,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.3981,-3.3519,Saddle Yoke,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.6827,-2.6557,Legerwood,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9885,-2.4658,Whitesands Bay (Beach),"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.1349,-4.3403,Millfire,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
56.0364,-2.8256,Gullane,"Dumfries, Galloway, Lothian & Borders",East Lothian,
56.0348,-2.6103,Peffersands (Beach),"Dumfries, Galloway, Lothian & Borders",East Lothian,
56.0639,-2.7798,Broadsands (Beach),"Dumfries, Galloway, Lothian & Borders",East Lothian,
56.0391,-2.843,Gullane (Beach),"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.66,-2.2735,The Hirsel,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.2879,-4.1731,Windy Standard,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9763,-2.9174,"Seton Sands, Longniddry (Beach)","Dumfries, Galloway, Lothian & Borders",East Lothian,
55.9515,-3.1015,Portobello - Central (James Street) (Beach),"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9852,-2.901,Longniddry (Beach),"Dumfries, Galloway, Lothian & Borders",East Lothian,
56.052,-2.6364,Seacliff (Beach),"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.9321,-2.3341,Pease Bay (Beach),"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
54.7682,-4.951,Ardwell House,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.6775,-2.9995,Windlestraw Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.256,-4.2115,Cairnsmore Of Carsphairn,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.9902,-3.2584,Annan,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.9602,-4.4819,Newton Stewart,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
56.0584,-2.7182,North Berwick,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.1903,-4.3556,Meaul,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.8375,-4.0475,Kirkcudbright,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.349,-3.3185,Capel Fell,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.9666,-3.2492,Drylaw,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.1523,-4.4785,Kirriereoch Hill,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.1392,-4.4672,Merrick,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.9333,-3.2609,Stenhouse,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.0509,-4.4663,Larg Hill,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.709,-2.383,Charterhall,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.3295,-3.3082,Loch Fell,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
54.9033,-5.0228,Stranraer,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.4777,-2.5534,Jedburgh,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.2147,-4.3434,Coran Of Portmark,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.09904,-4.18344,Glenlee,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.0708,-3.6038,Dumfries,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.87207,-3.5873,Blackburn S Wks,"Dumfries, Galloway, Lothian & Borders",West Lothian,
55.0473,-3.588,"Dumfries, Crichton Royal No 2","Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.6531,-3.1922,Peebles,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
54.859,-4.936,West Freugh,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.5927,-3.1911,Hundleshope Heights,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.8948,-3.1747,Burdiehouse,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.4031,-3.7775,Wanlockhead Youth Hostel,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.869,-2.0895,Eyemouth,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.4288,-3.2429,Herman Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.023,-3.6448,Mabie Mountain Bike Trail Centre,"Dumfries, Galloway, Lothian & Borders",Dumfries and Galloway,
55.5346,-3.2392,Black Law,"Dumfries, Galloway, Lothian & Borders",Scottish Borders,
55.8865,-3.3326,Malleny House,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
55.9484,-3.0937,Joppa,"Dumfries, Galloway, Lothian & Borders",Edinburgh,
56.0021,-2.5152,Dunbar,"Dumfries, Galloway, Lothian & Borders",East Lothian,
55.942,-3.0525,Musselburgh,"Dumfries, Galloway, Lothian & Borders",East Lothian,
52.0873,-0.0456,Bassingbourn Snowsports Centre,East,Cambridgeshire,
51.8206,0.7916,Layer Marney Tower,East,Essex,
51.9446,0.6407,Halstead,East,Essex,
52.9095,1.265,Felbrigg Hall,East,Norfolk,
52.6138,1.734,Great Yarmouth Youth Hostel,East,Norfolk,
52.5827,0.573,Oxburgh Hall,East,Norfolk,
52.26,0.569,Brooms Barn,East,Suffolk,
51.554,0.83,Shoeburyness,East,Essex,
51.8832,0.2434,London Stansted Airport,East,Essex,
52.1481,0.1401,Great Shelford,East,Cambridgeshire,
52.7621,1.1125,Reepham,East,Norfolk,
51.5859,0.6065,Rayleigh,East,Essex,
51.695,-0.021,Lee Valley White Water Centre,East,Hertfordshire,
51.9738,-0.3369,Pirton,East,Hertfordshire,
52.245,0.103,Cambridgeniab,East,Cambridgeshire,
52.0857,-0.2626,Biggleswade,East,Central Bedfordshire,
51.733,0.432,Writtle,East,Essex,
52.5252,1.2496,Rainthorpe Hall,East,Norfolk,
51.5696,0.6955,London Southend Airport,East,Essex,
52.9328,1.3002,Cromer (Beach),East,Norfolk,
52.3311,-0.1809,Huntingdon,East,Cambridgeshire,
51.6668,0.0323,Epping Forest Youth Hostel,East,Essex,
52.4339,-0.2804,Sawtry,East,Cambridgeshire,
52.9,0.617,Docking,East,Norfolk,
51.7906,0.9859,Cudmore Grove,East,Essex,
52.2154,1.4898,Saxmundham,East,Suffolk,
52.1958,0.8026,Maypole Green,East,Suffolk,
51.758,-0.4687,Hemel Hempstead,East,Hertfordshire,
52.0277,1.149,Suffolk Ski Centre,East,Suffolk,
51.5219,0.4637,Corringham,East,Thurrock,
51.7345,0.4778,Chelmsford,East,Essex,
51.7314,0.6731,Maldon,East,Essex,
51.7523,-0.3379,St Albans,East,Hertfordshire,
51.9488,-0.2818,Hitchin,East,Hertfordshire,
52.4923,1.4004,Hedenham,East,Norfolk,
51.8749,0.0582,Dane End,East,Hertfordshire,
52.0308,-0.4946,Ampthill,East,Central Bedfordshire,
51.68,-0.38,Garston,East,Hertfordshire,
52.949,1.127,Weybourne,East,Norfolk,
51.8128,0.209,Hatfield Heath,East,Essex,
52.5705,0.8297,Watton,East,Norfolk,
52.1991,-0.6169,Harrold,East,Bedford,
52.0118,1.266,Levington,East,Suffolk,
52.1738,-0.1729,Waresley,East,Cambridgeshire,
52.6471,0.6892,Swaffham,East,Norfolk,
52.1339,-0.4614,Bedford,East,Bedford,
52.4326,1.6159,Beccles Heliport,East,Suffolk,
51.6999,0.1103,Epping,East,Essex,
51.6846,0.0043,Waltham Abbey,East,Essex,
52.4464,-0.1049,Ramsey (Cambridgeshire),East,Cambridgeshire,
51.7256,-0.371,Chiswell Green,East,Hertfordshire,
51.8836,-0.2632,St Paul's Walden,East,Hertfordshire,
51.7772,0.9305,West Mersea,East,Essex,
52.7908,0.9669,Guist,East,Norfolk,
52.569,-0.2388,Peterborough,East,Peterborough,
52.0447,0.9544,Hadleigh (Suffolk),East,Suffolk,
52.6305,1.2991,Norwich,East,Norfolk,
52.6091,1.7314,Great Yarmouth,East,Norfolk,
51.5756,0.4904,Basildon,East,Essex,
51.6383,-0.4726,Rickmansworth,East,Hertfordshire,
52.123,0.961,Wattisham,East,Suffolk,
52.686,1.693,Hemsby,East,Norfolk,
52.5592,-0.1252,Whittlesey,East,Cambridgeshire,
52.7205,1.575,Potter Heigham,East,Norfolk,The Broads
51.9841,-0.5939,Woburn Abbey,East,Central Bedfordshire,
52.6148,1.3238,Norfolk Ski Centre,East,Norfolk,
52.8223,1.3878,North Walsham,East,Norfolk,
52.4557,0.0557,Chatteris,East,Cambridgeshire,
52.1091,0.0376,Docwra's Manor Gardens,East,Cambridgeshire,
52.5045,1.7418,Pleasurewood Hills Theme Park Lowestoft,East,Suffolk,
51.5408,0.7132,Southend-On-Sea,East,Southend-on-Sea,
52.5979,1.7299,Great Yarmouth,East,Norfolk,
52.4353,0.6268,Thetford Forest Park,East,Suffolk,
51.6472,-0.3569,Bushey,East,Hertfordshire,
52.7575,0.2979,Terrington St. Clement,East,Norfolk,
52.416,0.1897,Coveney,East,Cambridgeshire,
52.3952,0.2573,Ely (Cambridgeshire),East,Cambridgeshire,
51.6447,0.5682,R.H.S. Garden Hyde Hall,East,Essex,
51.6864,-0.3158,Radlett,East,Hertfordshire,
52.1733,0.6396,Rede,East,Suffolk,
51.9878,-0.6209,Woburn,East,Central Bedfordshire,
51.81,-0.0266,Ware,East,Hertfordshire,
52.4125,0.7534,Thetford,East,Norfolk,
51.97,-0.23,Letchworth,East,Hertfordshire,
51.4626,0.3621,Tilbury,East,Thurrock,
52.5177,1.0173,Attleborough,East,Norfolk,
51.9343,1.262,Harwich,East,Essex,
52.831,0.8511,Fakenham,East,Norfolk,
52.1718,1.1987,Helmingham Hall,East,Suffolk,
52.36458,1.1597,Scole,East,Norfolk,
52.1207,0.1734,Sawston,East,Cambridgeshire,
51.8,-0.35,Rothamsted No2,East,Hertfordshire,
52.4047,1.3768,St Cross South Elmham,East,Suffolk,
52.0258,0.2425,Saffron Walden,East,Essex,
51.8725,0.3634,Great Dunmow,East,Essex,
51.5927,0.2935,Brentwood Leisure Park,East,Essex,
51.7629,-0.2215,Hatfield (Hertfordshire),East,Hertfordshire,
52.5366,0.9792,Great Ellingham,East,Norfolk,
51.8872,-0.4057,Hart Hill,East,Luton,
52.0272,0.0368,Barley,East,Hertfordshire,
52.3585,0.1506,Haddenham,East,Cambridgeshire,
52.277,1.3306,Brundish,East,Suffolk,
52.4551,1.4457,Bungay,East,Suffolk,
51.6109,0.5223,Wickford,East,Essex,
52.6483,1.7262,Caister-On-Sea,East,Norfolk,
51.9888,-0.1877,Baldock,East,Hertfordshire,
52.1309,-0.2919,Sandy,East,Central Bedfordshire,
52.2423,-0.6117,Santa Pod Raceway,East,Bedford,
52.1601,1.4615,Blaxhall Youth Hostel,East,Suffolk,
52.0994,1.0863,Blakenham Woodland Garden,East,Suffolk,
52.6921,1.7115,Hemsby (Beach),East,Norfolk,
